date,pnl,cumulative_pnl,equity
2025-07-14,-57.36000000000968,-57.36000000000968,4942.63999999999
2025-07-15,-52.32000000001244,-109.68000000002212,4890.319999999978
2025-07-16,-70.32000000001335,-180.00000000003547,4819.9999999999645
2025-07-17,-57.10000000000946,-237.10000000004493,4762.899999999955
2025-07-18,-86.6200000000099,-323.7200000000548,4676.279999999945
2025-07-20,0.0,-323.7200000000548,4676.279999999945
2025-07-21,-59.58000000001175,-383.3000000000666,4616.699999999933
2025-07-22,-48.100000000014006,-431.4000000000806,4568.599999999919
2025-07-23,-72.8800000000083,-504.2800000000889,4495.719999999911
2025-07-24,-63.36000000000877,-567.6400000000976,4432.359999999902
2025-07-25,-54.510000000003856,-622.1500000001015,4377.8499999998985
2025-07-27,10.6299999999992,-611.5200000001023,4388.479999999898
2025-07-28,-104.84000000001015,-716.3600000001124,4283.639999999888
2025-07-29,-30.10000000000855,-746.460000000121,4253.539999999879
2025-07-30,-18.660000000004402,-765.1200000001254,4234.879999999875
2025-07-31,-181.7600000000134,-946.8800000001388,4053.119999999861
2025-08-01,-110.5800000000072,-1057.460000000146,3942.539999999854
2025-08-03,0.0,-1057.460000000146,3942.539999999854
2025-08-04,-35.32000000001062,-1092.7800000001566,3907.2199999998434
2025-08-05,-51.62000000000626,-1144.400000000163,3855.599999999837
2025-08-06,-133.3200000000088,-1277.7200000001717,3722.2799999998283
2025-08-07,-37.58000000000584,-1315.3000000001775,3684.6999999998225
2025-08-08,-126.06000000000131,-1441.3600000001788,3558.639999999821
2025-08-10,0.0,-1441.3600000001788,3558.639999999821
2025-08-11,-7.84000000000151,-1449.2000000001804,3550.7999999998196
2025-08-12,-77.35999999999422,-1526.5600000001746,3473.4399999998254
2025-08-13,-84.05999999999267,-1610.6200000001672,3389.3799999998328
2025-08-14,-15.099999999994452,-1625.7200000001617,3374.2799999998383
2025-08-15,-150.05999999999358,-1775.7800000001553,3224.2199999998447
2025-08-17,0.0,-1775.7800000001553,3224.2199999998447
2025-08-18,-75.83999999999241,-1851.6200000001477,3148.3799999998523
2025-08-19,-64.5799999999931,-1916.2000000001408,3083.799999999859
2025-08-20,-76.87999999999602,-1993.0800000001368,3006.919999999863
2025-08-21,-40.61999999999398,-2033.7000000001308,2966.299999999869
2025-08-22,-10.139999999996235,-2043.840000000127,2956.159999999873
2025-08-24,0.0,-2043.840000000127,2956.159999999873
2025-08-25,-70.88000000000329,-2114.7200000001303,2885.2799999998697
2025-08-26,-43.40000000000191,-2158.120000000132,2841.879999999868
2025-08-27,-54.35999999999649,-2212.4800000001287,2787.5199999998713
2025-08-28,-93.32000000000107,-2305.80000000013,2694.19999999987
2025-08-29,-0.6200000000048931,-2306.4200000001347,2693.5799999998653
2025-08-31,0.0,-2306.4200000001347,2693.5799999998653
2025-09-01,-11.440000000000964,-2317.8600000001356,2682.1399999998644
2025-09-02,-35.140000000006694,-2353.0000000001423,2646.9999999998577
2025-09-03,-20.619999999997617,-2373.62000000014,2626.37999999986
2025-09-04,-42.879999999996016,-2416.500000000136,2583.499999999864
2025-09-05,-61.579999999993106,-2478.080000000129,2521.919999999871
2025-09-07,0.0,-2478.080000000129,2521.919999999871
2025-09-08,-17.35999999999285,-2495.440000000122,2504.559999999878
2025-09-09,-71.09999999999536,-2566.5400000001173,2433.4599999998827
2025-09-10,-15.619999999996253,-2582.1600000001135,2417.8399999998865
2025-09-11,-28.879999999995107,-2611.0400000001086,2388.9599999998914
2025-09-12,-126.83999999999423,-2737.880000000103,2262.119999999897
2025-09-14,0.0,-2737.880000000103,2262.119999999897
2025-09-15,-52.509999999996126,-2790.390000000099,2209.609999999901
2025-09-16,-57.250000000008185,-2847.640000000107,2152.359999999893
2025-09-17,-22.88000000000784,-2870.520000000115,2129.479999999885
2025-09-18,-73.57999999999538,-2944.1000000001104,2055.8999999998896
2025-09-19,-80.50999999999385,-3024.6100000001043,1975.3899999998957
